Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,123795,-,-,-,37.89,-122.3,-8,27,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Cloud Type,Dew Point,Solar Zenith Angle,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,
2008,1,2,13,30,84,746,418,7,4,63.42,0.10300000000000001,1.2000000000000002,60.79,13,1010,N/A
2008,1,2,14,0,102,668,376,8,5,65.77,0.10300000000000001,1.3,65.53,13,1010,N/A
2008,1,2,14,30,110,492,289,7,5,68.76,0.10300000000000001,1.2000000000000002,65.52,12,1010,N/A
2008,1,2,15,0,72,595,253,8,7,72.31,0.10300000000000001,1.2000000000000002,74.11,12,1010,N/A
2008,1,2,15,30,92,143,126,4,7,76.34,0.10300000000000001,1.2000000000000002,79.15,11,1010,N/A
2008,1,2,16,0,57,188,87,7,7,80.78,0.10300000000000001,1.2000000000000002,83.55,10,1010,N/A
2008,1,2,16,30,28,80,34,7,7,85.55,0.10300000000000001,1.2000000000000002,89.33,9,1010,N/A
2008,1,2,17,0,0,0,0,7,6,90.59,0.10300000000000001,1.4000000000000001,86.77,9,1010,N/A
2008,1,2,17,30,0,0,0,7,6,95.88,0.10300000000000001,1.4000000000000001,92.83,9,1010,N/A
2008,1,2,18,0,0,0,0,7,7,101.35000000000001,0.10300000000000001,1.5,93.73,9,1010,N/A
2008,1,2,18,30,0,0,0,7,7,106.97,0.10300000000000001,1.6,93.72,8,1010,N/A
2008,1,2,19,0,0,0,0,7,7,112.7,0.10300000000000001,1.7000000000000002,94.56,8,1010,N/A
2008,1,2,19,30,0,0,0,7,7,118.53,0.10300000000000001,1.8,100,8,1010,N/A
2008,1,2,20,0,0,0,0,7,7,124.41,0.10300000000000001,1.9000000000000001,100,8,1010,N/A
2008,1,2,20,30,0,0,0,7,7,130.33,0.10300000000000001,1.9000000000000001,100,8,1010,N/A
2008,1,2,21,0,0,0,0,7,7,136.23,0.10300000000000001,1.9000000000000001,100,8,1010,N/A
2008,1,2,21,30,0,0,0,7,7,142.08,0.10300000000000001,1.9000000000000001,100,8,1010,N/A
2008,1,2,22,0,0,0,0,7,7,147.8,0.10300000000000001,2,100,8,1010,N/A
2008,1,2,22,30,0,0,0,7,7,153.27,0.10300000000000001,2,100,8,1010,N/A
2008,1,2,23,0,0,0,0,7,7,158.26,0.10300000000000001,2.1,100,8,1010,N/A
2008,1,2,23,30,0,0,0,7,7,162.33,0.10300000000000001,2.1,100,8,1010,N/A
2008,1,3,0,0,0,0,0,7,7,164.70000000000002,0.10300000000000001,2.1,100,8,1010,N/A
2008,1,3,0,30,0,0,0,7,7,164.56,0.10300000000000001,2,100,8,1010,N/A
2008,1,3,1,0,0,0,0,7,7,161.95000000000002,0.10300000000000001,2,100,8,1010,N/A
2008,1,3,1,30,0,0,0,7,7,157.75,0.10300000000000001,1.9000000000000001,100,8,1010,N/A
2008,1,3,2,0,0,0,0,6,7,152.69,0.10300000000000001,1.9000000000000001,100,8,1010,N/A
2008,1,3,2,30,0,0,0,7,7,147.18,0.10300000000000001,1.9000000000000001,100,8,1010,N/A
2008,1,3,3,0,0,0,0,7,8,141.44,0.10300000000000001,2,100,8,1010,N/A
2008,1,3,3,30,0,0,0,7,8,135.58,0.10300000000000001,2.1,100,8,1010,N/A
2008,1,3,4,0,0,0,0,7,8,129.67000000000002,0.10300000000000001,2.2,100,9,1010,N/A
2008,1,3,4,30,0,0,0,7,8,123.76,0.10300000000000001,2.3000000000000003,100,9,1010,N/A
2008,1,3,5,0,0,0,0,7,8,117.88,0.10300000000000001,2.5,100,9,1010,N/A
2008,1,3,5,30,0,0,0,7,8,112.06,0.10300000000000001,2.7,100,9,1010,N/A
2008,1,3,6,0,0,0,0,7,8,106.33,0.10300000000000001,2.9000000000000004,100,9,1010,N/A
2008,1,3,6,30,0,0,0,7,8,100.72,0.10300000000000001,3,100,9,1010,N/A
2008,1,3,7,0,0,0,0,4,9,95.27,0.10300000000000001,3.3000000000000003,100,9,1010,N/A
2008,1,3,7,30,0,0,0,4,9,90,0.10300000000000001,3.5,100,10,1010,N/A
2008,1,3,8,0,31,91,39,4,9,84.97,0.10300000000000001,3.8000000000000003,100,11,1010,N/A
2008,1,3,8,30,61,177,91,7,9,80.23,0.10300000000000001,3.9000000000000004,100,11,1010,N/A
2008,1,3,9,0,92,215,145,7,10,75.83,0.10300000000000001,4,96.01,12,1010,N/A
2008,1,3,9,30,128,132,169,7,10,71.84,0.10300000000000001,4.1000000000000005,96,12,1010,N/A
2008,1,3,10,0,121,0,121,7,10,68.34,0.10300000000000001,4.3,90.66,12,1010,N/A
2008,1,3,10,30,167,39,183,7,10,65.41,0.10300000000000001,4.6000000000000005,90.63,12,1010,N/A
2008,1,3,11,0,141,0,141,8,10,63.120000000000005,0.10300000000000001,5,89.94,13,1010,N/A
2008,1,3,11,30,130,0,130,6,10,61.57,0.10300000000000001,5.2,89.89,13,1010,N/A
2008,1,3,12,0,94,0,94,6,10,60.79,0.10300000000000001,5.5,89.9,13,1010,N/A
2008,1,3,12,30,124,0,124,7,10,60.83,0.10300000000000001,5.5,89.87,13,1010,N/A
2008,1,3,13,0,82,0,82,6,10,61.67,0.10300000000000001,5.6000000000000005,90.3,13,1010,N/A
2008,1,3,13,30,77,0,77,6,10,63.300000000000004,0.10300000000000001,5.5,90.29,12,1010,N/A
2008,1,3,14,0,142,1,142,6,10,65.64,0.10300000000000001,5.5,90.57000000000001,12,1010,N/A
2008,1,3,14,30,77,0,77,6,10,68.63,0.10300000000000001,5.4,96.72,12,1010,N/A
2008,1,3,15,0,40,0,40,6,10,72.17,0.10300000000000001,5.300000000000001,96.82000000000001,12,1010,N/A
2008,1,3,15,30,37,0,37,6,10,76.2,0.10300000000000001,5.2,96.8,12,1010,N/A
2008,1,3,16,0,48,0,48,6,10,80.63,0.10300000000000001,5.2,96.82000000000001,12,1010,N/A
2008,1,3,16,30,19,0,19,6,10,85.4,0.10300000000000001,5.1000000000000005,96.82000000000001,11,1010,N/A
2008,1,3,17,0,0,0,0,6,10,90.45,0.10300000000000001,5.1000000000000005,96.85000000000001,11,1010,N/A
2008,1,3,17,30,0,0,0,7,10,95.74000000000001,0.10300000000000001,5.1000000000000005,96.86,11,1010,N/A
2008,1,3,18,0,0,0,0,6,10,101.21000000000001,0.10300000000000001,5.1000000000000005,96.81,11,1010,N/A
2008,1,3,18,30,0,0,0,6,10,106.83,0.10300000000000001,5.1000000000000005,96.81,11,1010,N/A
2008,1,3,19,0,0,0,0,7,10,112.56,0.10300000000000001,5.1000000000000005,96.69,11,1010,N/A
2008,1,3,19,30,0,0,0,7,10,118.39,0.10300000000000001,5.2,96.68,11,1010,N/A
2008,1,3,20,0,0,0,0,4,10,124.27,0.10300000000000001,5.4,96.75,11,1010,N/A
2008,1,3,20,30,0,0,0,4,10,130.19,0.10300000000000001,5.2,96.74000000000001,11,1010,N/A
2008,1,3,21,0,0,0,0,4,10,136.09,0.10300000000000001,5.1000000000000005,97.11,11,1010,N/A
2008,1,3,21,30,0,0,0,7,10,141.94,0.10300000000000001,5,97.10000000000001,11,1010,N/A
2008,1,3,22,0,0,0,0,8,10,147.66,0.10300000000000001,5,97.41,11,1010,N/A
2008,1,3,22,30,0,0,0,7,10,153.13,0.10300000000000001,5,97.38,11,1010,N/A
2008,1,3,23,0,0,0,0,7,10,158.12,0.10300000000000001,5.1000000000000005,97.65,11,1000,N/A
2008,1,3,23,30,0,0,0,7,10,162.20000000000002,0.10300000000000001,5.2,97.59,11,1000,N/A
2008,1,4,0,0,0,0,0,7,10,164.59,0.10300000000000001,5.4,97.61,11,1000,N/A
2008,1,4,0,30,0,0,0,6,10,164.48,0.10300000000000001,5.5,97.55,11,1000,N/A
2008,1,4,1,0,0,0,0,6,10,161.92000000000002,0.10300000000000001,5.7,97.22,11,1000,N/A
2008,1,4,1,30,0,0,0,6,10,157.75,0.10300000000000001,6,97.16,11,1000,N/A
2008,1,4,2,0,0,0,0,6,10,152.71,0.10300000000000001,6.300000000000001,96.94,11,1000,N/A
2008,1,4,2,30,0,0,0,6,10,147.21,0.10300000000000001,6.800000000000001,96.85000000000001,11,1000,N/A
2008,1,4,3,0,0,0,0,6,10,141.48,0.10300000000000001,7.300000000000001,96.82000000000001,12,1000,N/A
2008,1,4,3,30,0,0,0,6,10,135.62,0.10300000000000001,7.7,96.72,12,1000,N/A
2008,1,4,4,0,0,0,0,6,10,129.71,0.10300000000000001,8.200000000000001,97.02,12,1000,N/A
2008,1,4,4,30,0,0,0,6,10,123.8,0.10300000000000001,8.8,96.94,12,1000,N/A
2008,1,4,5,0,0,0,0,9,10,117.91,0.10300000000000001,9.4,98.78,12,1000,N/A
2008,1,4,5,30,0,0,0,6,10,112.09,0.10300000000000001,9.8,98.69,12,1000,N/A
2008,1,4,6,0,0,0,0,6,11,106.36,0.10300000000000001,10.3,95.06,13,990,N/A
2008,1,4,6,30,0,0,0,6,11,100.74000000000001,0.10300000000000001,10.4,94.99,13,990,N/A
2008,1,4,7,0,0,0,0,6,11,95.28,0.10300000000000001,10.600000000000001,98.2,13,990,N/A
2008,1,4,7,30,0,0,0,6,11,90.01,0.10300000000000001,10.600000000000001,98.16,13,990,N/A
2008,1,4,8,0,4,0,4,9,12,84.98,0.10300000000000001,10.600000000000001,94.81,13,990,N/A
2008,1,4,8,30,9,0,9,6,12,80.22,0.10300000000000001,10.3,94.8,13,990,N/A
2008,1,4,9,0,7,0,7,9,12,75.81,0.10300000000000001,10.200000000000001,96.88,14,990,N/A
2008,1,4,9,30,15,0,15,6,12,71.81,0.10300000000000001,9.5,96.89,14,990,N/A
2008,1,4,10,0,17,0,17,6,12,68.3,0.10300000000000001,8.9,98.09,14,990,N/A
2008,1,4,10,30,33,0,33,6,12,65.35,0.10300000000000001,7.9,98.11,13,990,N/A
2008,1,4,11,0,33,0,33,6,12,63.06,0.10300000000000001,6.9,97.92,13,990,N/A
2008,1,4,11,30,23,0,23,6,11,61.480000000000004,0.10300000000000001,6.300000000000001,100,13,990,N/A
2008,1,4,12,0,66,0,66,9,11,60.69,0.10300000000000001,5.7,100,13,990,N/A
2008,1,4,12,30,94,0,94,9,11,60.72,0.10300000000000001,5.5,100,13,990,N/A
2008,1,4,13,0,133,0,133,6,11,61.550000000000004,0.10300000000000001,5.4,94.54,13,990,N/A
2008,1,4,13,30,92,0,92,6,11,63.17,0.10300000000000001,5.1000000000000005,100,12,990,N/A
2008,1,4,14,0,59,0,59,6,9,65.5,0.10300000000000001,4.9,93.32000000000001,12,990,N/A
2008,1,4,14,30,69,0,69,9,9,68.49,0.10300000000000001,4.7,93.34,11,990,N/A
2008,1,4,15,0,8,0,8,6,9,72.03,0.10300000000000001,4.6000000000000005,89.06,11,1000,N/A
2008,1,4,15,30,66,0,66,6,9,76.06,0.10300000000000001,4.5,95.22,11,1000,N/A
2008,1,4,16,0,21,0,21,6,8,80.49,0.10300000000000001,4.5,91.64,11,1000,N/A
2008,1,4,16,30,8,0,8,6,8,85.26,0.10300000000000001,4.4,91.68,10,1000,N/A
2008,1,4,17,0,0,0,0,6,8,90.3,0.10300000000000001,4.4,88.27,10,1000,N/A
2008,1,4,17,30,0,0,0,7,8,95.59,0.10300000000000001,4.3,94.44,10,1000,N/A
2008,1,4,18,0,0,0,0,7,7,101.06,0.10300000000000001,4.2,92.25,10,1000,N/A
2008,1,4,18,30,0,0,0,4,7,106.68,0.10300000000000001,4.1000000000000005,92.28,9,1000,N/A
2008,1,4,19,0,0,0,0,2,7,112.42,0.10300000000000001,4,90.56,9,1000,N/A
2008,1,4,19,30,0,0,0,1,7,118.25,0.10300000000000001,4.1000000000000005,90.60000000000001,9,1000,N/A
2008,1,4,20,0,0,0,0,0,7,124.13000000000001,0.10300000000000001,4.2,88.08,9,1000,N/A
2008,1,4,20,30,0,0,0,0,7,130.04,0.10300000000000001,4.1000000000000005,94.27,9,1000,N/A
2008,1,4,21,0,0,0,0,3,6,135.95,0.10300000000000001,4.1000000000000005,91.10000000000001,9,1000,N/A
2008,1,4,21,30,0,0,0,0,6,141.79,0.10300000000000001,4,91.13,9,1000,N/A
2008,1,4,22,0,0,0,0,0,6,147.51,0.10300000000000001,3.9000000000000004,88.77,9,1000,N/A
2008,1,4,22,30,0,0,0,0,6,152.98,0.10300000000000001,3.8000000000000003,88.78,9,1000,N/A
2008,1,4,23,0,0,0,0,7,6,157.97,0.10300000000000001,3.7,87.31,9,1000,N/A
2008,1,4,23,30,0,0,0,7,6,162.05,0.10300000000000001,3.6,87.32000000000001,8,1000,N/A
2008,1,5,0,0,0,0,0,4,5,164.47,0.10300000000000001,3.5,86.47,8,1000,N/A
2008,1,5,0,30,0,0,0,4,5,164.4,0.10300000000000001,3.3000000000000003,92.58,8,1000,N/A
2008,1,5,1,0,0,0,0,7,5,161.88,0.10300000000000001,3.2,92.33,8,1000,N/A
2008,1,5,1,30,0,0,0,0,5,157.74,0.10300000000000001,3,92.35000000000001,8,1000,N/A
2008,1,5,2,0,0,0,0,1,5,152.72,0.10300000000000001,2.9000000000000004,92.7,8,1000,N/A
2008,1,5,2,30,0,0,0,0,5,147.23,0.10300000000000001,2.7,92.72,8,1000,N/A
2008,1,5,3,0,0,0,0,0,6,141.51,0.10300000000000001,2.6,93.98,8,1000,N/A
2008,1,5,3,30,0,0,0,1,6,135.65,0.10300000000000001,2.5,93.99,8,1000,N/A
2008,1,5,4,0,0,0,0,0,6,129.74,0.10300000000000001,2.4000000000000004,95.67,8,1000,N/A
2008,1,5,4,30,0,0,0,1,6,123.83,0.10300000000000001,2.4000000000000004,95.67,8,1000,N/A
2008,1,5,5,0,0,0,0,1,6,117.94,0.10300000000000001,2.4000000000000004,97.63,8,1000,N/A
2008,1,5,5,30,0,0,0,1,6,112.12,0.10300000000000001,2.4000000000000004,97.65,8,1000,N/A
2008,1,5,6,0,0,0,0,0,6,106.38,0.10300000000000001,2.5,99.77,8,1000,N/A
2008,1,5,6,30,0,0,0,0,6,100.76,0.10300000000000001,2.6,99.77,8,1000,N/A
2008,1,5,7,0,0,0,0,7,7,95.3,0.10300000000000001,2.8000000000000003,100,8,1000,N/A
2008,1,5,7,30,0,0,0,7,7,90.02,0.10300000000000001,3,95.4,8,1000,N/A
2008,1,5,8,0,28,0,28,7,8,84.97,0.10300000000000001,3.3000000000000003,95.3,9,1000,N/A
2008,1,5,8,30,62,38,69,7,8,80.21000000000001,0.10300000000000001,3.4000000000000004,95.31,9,1000,N/A
2008,1,5,9,0,96,154,134,7,8,75.79,0.10300000000000001,3.6,93.03,10,1000,N/A
2008,1,5,9,30,14,0,14,8,8,71.78,0.10300000000000001,4,93.02,10,1000,N/A
2008,1,5,10,0,22,0,22,8,8,68.25,0.10300000000000001,4.5,91.73,11,1000,N/A
2008,1,5,10,30,18,0,18,8,8,65.29,0.10300000000000001,4.7,91.69,11,1000,N/A
2008,1,5,11,0,54,0,54,6,8,62.980000000000004,0.10300000000000001,4.9,84.33,11,1000,N/A
2008,1,5,11,30,29,0,29,7,8,61.4,0.10300000000000001,5.1000000000000005,84.27,11,1000,N/A
2008,1,5,12,0,171,7,175,7,8,60.59,0.10300000000000001,5.300000000000001,84.72,11,1000,N/A
2008,1,5,12,30,44,0,44,6,8,60.6,0.10300000000000001,5.300000000000001,90.5,11,1000,N/A
2008,1,5,13,0,75,0,75,7,8,61.43,0.10300000000000001,5.4,92.73,11,1000,N/A
2008,1,5,13,30,37,0,37,7,8,63.03,0.10300000000000001,5.2,92.72,11,1000,N/A
2008,1,5,14,0,10,0,10,7,9,65.36,0.10300000000000001,5.1000000000000005,94.85000000000001,11,1000,N/A
2008,1,5,14,30,32,0,32,7,9,68.34,0.10300000000000001,4.6000000000000005,94.84,10,1000,N/A
2008,1,5,15,0,56,0,56,7,9,71.88,0.10300000000000001,4.2,96.55,10,1000,N/A
2008,1,5,15,30,51,0,51,8,9,75.91,0.10300000000000001,3.8000000000000003,100,10,1000,N/A
2008,1,5,16,0,62,143,86,8,9,80.34,0.10300000000000001,3.5,100,10,1000,N/A
2008,1,5,16,30,31,46,35,8,9,85.11,0.10300000000000001,3.2,100,9,1000,N/A
2008,1,5,17,0,0,0,0,0,8,90.15,0.10300000000000001,3,99.26,9,1000,N/A
2008,1,5,17,30,0,0,0,0,8,95.44,0.10300000000000001,2.7,100,9,1000,N/A
2008,1,5,18,0,0,0,0,8,8,100.91,0.10300000000000001,2.4000000000000004,100,9,1000,N/A
2008,1,5,18,30,0,0,0,7,8,106.53,0.10300000000000001,2.2,100,8,1000,N/A
2008,1,5,19,0,0,0,0,7,7,112.27,0.10300000000000001,2.1,96.91,8,1000,N/A
2008,1,5,19,30,0,0,0,7,7,118.10000000000001,0.10300000000000001,2.2,100,8,1000,N/A
2008,1,5,20,0,0,0,0,7,6,123.98,0.10300000000000001,2.3000000000000003,99.11,8,1000,N/A
2008,1,5,20,30,0,0,0,7,6,129.9,0.10300000000000001,2.5,99.14,7,1000,N/A
2008,1,5,21,0,0,0,0,4,6,135.8,0.10300000000000001,2.7,95.92,7,1000,N/A
2008,1,5,21,30,0,0,0,4,6,141.65,0.10300000000000001,2.7,95.94,7,1000,N/A
2008,1,5,22,0,0,0,0,1,6,147.36,0.10300000000000001,2.7,94.62,7,1000,N/A
